Lat,Long_,Combined_Key,Population,Total Deaths
39.42944561,-87.39169027,"Vigo, Indiana, US",107038,284105
40.84704239,-85.79328272,"Wabash, Indiana, US",30996,103285
40.34728141,-87.35602659,"Warren, Indiana, US",8265,18103
38.08922676,-87.2716085,"Warrick, Indiana, US",62998,174169
38.60219804,-86.1049363,"Washington, Indiana, US",28036,51962
39.8633444,-85.01044989,"Wayne, Indiana, US",65884,230426
40.72934187,-85.22132966,"Wells, Indiana, US",28296,89682
40.74911165,-86.86492015,"White, Indiana, US",24102,64891
41.13863784,-85.50791236,"Whitley, Indiana, US",33964,54579
41.33075609,-94.47105874,"Adair, Iowa, US",7152,34151
41.02903567,-94.69932645,"Adams, Iowa, US",3602,7759
43.28383218,-91.37860922,"Allamakee, Iowa, US",13687,46395
40.74324454,-92.86865906,"Appanoose, Iowa, US",12426,49944
41.6844628,-94.90581859,"Audubon, Iowa, US",5496,13801
42.08011739,-92.06463573,"Benton, Iowa, US",25645,55295
42.4704581,-92.30524729,"Black Hawk, Iowa, US",131228,348837
42.03657094,-93.9313999,"Boone, Iowa, US",26234,38955
42.77461496,-92.31795937,"Bremer, Iowa, US",25062,61078
42.4709188,-91.83510825,"Buchanan, Iowa, US",21175,39395
42.73545875,-95.15100162,"Buena Vista, Iowa, US",19620,43074
42.73172833,-92.79015971,"Butler, Iowa, US",14439,37468
42.38521079,-94.64046046,"Calhoun, Iowa, US",9668,16282
42.03617207,-94.86032705,"Carroll, Iowa, US",20165,51183
41.33149454,-94.92792482,"Cass, Iowa, US",12836,56267
41.77233777,-91.13246684,"Cedar, Iowa, US",18627,26422
43.08177563,-93.2612239,"Cerro Gordo, Iowa, US",42450,113719
42.73538914,-95.62389402,"Cherokee, Iowa, US",11235,43230
43.06001295,-92.31773347,"Chickasaw, Iowa, US",11933,20753
41.02868181,-93.78499767,"Clarke, Iowa, US",9395,25834
43.08247182,-95.15096481,"Clay, Iowa, US",16016,30884
42.84443388,-91.34133693,"Clayton, Iowa, US",17549,54393
41.89981633,-90.53275096,"Clinton, Iowa, US",46429,103660
42.03718237,-95.3819718,"Crawford, Iowa, US",16820,39970
41.68560356,-94.04127625,"Dallas, Iowa, US",93453,108496
40.74773536,-92.41005468,"Davis, Iowa, US",9000,24031
40.73742757,-93.78645949,"Decatur, Iowa, US",7870,15005
42.47104597,-91.3664492,"Delaware, Iowa, US",17011,47214
40.92012606,-91.18326592,"Des Moines, Iowa, US",38967,91633
43.37787725,-95.1510206,"Dickinson, Iowa, US",17258,49416
42.46815349,-90.88181925,"Dubuque, Iowa, US",97311,220299
43.37782951,-94.67858943,"Emmet, Iowa, US",9208,40193
42.86271799,-91.8441231,"Fayette, Iowa, US",19650,49746
43.06000529999999,-92.78940097,"Floyd, Iowa, US",15642,44912
42.73270384,-93.26256925,"Franklin, Iowa, US",10070,30276
40.74542720000001,-95.60129045,"Fremont, Iowa, US",6960,15020
42.03614551,-94.39658081,"Greene, Iowa, US",8888,14505
42.40183723,-92.78829551,"Grundy, Iowa, US",12232,32416
41.68378965,-94.50111014,"Guthrie, Iowa, US",10689,33422
42.38382428,-93.70197703,"Hamilton, Iowa, US",14773,51760
43.08178477,-93.73454884,"Hancock, Iowa, US",10630,34318
42.38353877,-93.23654611,"Hardin, Iowa, US",16846,44501
41.68330137,-95.81558439,"Harrison, Iowa, US",14049,70464
40.98767962,-91.54436349,"Henry, Iowa, US",19954,48613
43.35671042,-92.31702714,"Howard, Iowa, US",9158,24186
42.7764426,-94.20722537,"Humboldt, Iowa, US",9558,27129
42.38696136,-95.51355387,"Ida, Iowa, US",6860,34980
41.68630265,-92.0643373,"Iowa, Iowa, US",16184,31929
42.17178824,-90.57354837,"Jackson, Iowa, US",19439,46716
41.68576082,-93.05567785,"Jasper, Iowa, US",37185,82894
41.03192394,-91.94849466,"Jefferson, Iowa, US",18295,36704
41.67169354,-91.58754744,"Johnson, Iowa, US",151140,104309
42.12118609,-91.13139641,"Jones, Iowa, US",20681,55218
41.33649833,-92.1785067,"Keokuk, Iowa, US",10246,34070
43.20405458,-94.20691791,"Kossuth, Iowa, US",14813,63296
40.64181461,-91.48183025,"Lee, Iowa, US",33657,87131
42.07923082,-91.59809485,"Linn, Iowa, US",226706,415377
41.21842119,-91.26102611,"Louisa, Iowa, US",11035,47958
41.02958964,-93.32780803,"Lucas, Iowa, US",8600,22961
43.38107862,-96.20926845,"Lyon, Iowa, US",11755,37977
41.33081904,-94.01554631,"Madison, Iowa, US",16338,25237
41.33521503,-92.64083907,"Mahaska, Iowa, US",22095,61973
41.33445101,-93.09934783,"Marion, Iowa, US",33253,84936
42.03586837,-92.9990819,"Marshall, Iowa, US",39369,86164
41.03299766,-95.61920963,"Mills, Iowa, US",15109,27819
43.35638371,-92.78887719,"Mitchell, Iowa, US",10586,37221
42.05220391,-95.95743843,"Monona, Iowa, US",8615,33256
41.02988815,-92.8690667,"Monroe, Iowa, US",7707,35087
41.03018714,-95.15642896,"Montgomery, Iowa, US",9917,38966
41.48370744,-91.1121697,"Muscatine, Iowa, US",42664,107554
43.08310673,-95.62474482,"O'Brien, Iowa, US",13753,56051
43.37824276,-95.62422844,"Osceola, Iowa, US",5958,15404
40.7393172,-95.1497813,"Page, Iowa, US",15107,29704
43.08193849,-94.67824621,"Palo Alto, Iowa, US",8886,25698
42.737633,-96.21366621,"Plymouth, Iowa, US",25177,79023
42.73420133,-94.67862564,"Pocahontas, Iowa, US",6619,20104
41.68679484,-93.57767461,"Polk, Iowa, US",490161,776355
41.33640314,-95.53907776,"Pottawattamie, Iowa, US",93206,210936
41.68625425,-92.53155731,"Poweshiek, Iowa, US",18504,42095
40.73518949,-94.24368535,"Ringgold, Iowa, US",4894,24460
42.38624071,-95.10547892,"Sac, Iowa, US",9721,24069
41.63935978,-90.61959493,"Scott, Iowa, US",172943,272998
41.6850066,-95.31015553,"Shelby, Iowa, US",11454,36759
43.08221074,-96.1767568,"Sioux, Iowa, US",34855,67170
42.03621213,-93.46499005,"Story, Iowa, US",97117,60164
42.07991767,-92.53266945,"Tama, Iowa, US",16854,74306
40.73710579,-94.69778563,"Taylor, Iowa, US",6121,14583
0.0,0.0,"Unassigned, Iowa, US",0,201
41.0277278,-94.24234847,"Union, Iowa, US",12241,35671
40.75326764,-91.95017958,"Van Buren, Iowa, US",7044,18919
41.03064984,-92.40954728,"Wapello, Iowa, US",34969,145338
41.33559454,-93.56007641,"Warren, Iowa, US",51466,93183
41.33577126,-91.71725711,"Washington, Iowa, US",21965,56388
40.73969028,-93.32752197,"Wayne, Iowa, US",6441,23443
42.42853483,-94.17987389,"Webster, Iowa, US",35904,112164
43.37751174,-93.73407298,"Winnebago, Iowa, US",10354,34046
43.29094334,-91.84422722,"Winneshiek, Iowa, US",19991,36121
42.38979414,-96.0459439,"Woodbury, Iowa, US",103107,247372
43.37750768,-93.26087602,"Worth, Iowa, US",7381,9724
42.73305373,-93.73515113,"Wright, Iowa, US",12562,43116
37.88582951,-95.30030847,"Allen, Kansas, US",12369,31819
38.21413251,-95.29272815,"Anderson, Kansas, US",7858,21072
39.53185661,-95.30870026,"Atchison, Kansas, US",16073,23832
37.2288586,-98.68460053,"Barber, Kansas, US",4427,6785
38.47889676,-98.75636726,"Barton, Kansas, US",25779,66718
37.85508555,-94.84865997,"Bourbon, Kansas, US",14534,36196
39.82652589,-95.56421698,"Brown, Kansas, US",9564,35894
37.78134351,-96.83878537,"Butler, Kansas, US",66911,124254
38.30292938,-96.59563862,"Chase, Kansas, US",2648,4895
37.14994405,-96.2454192,"Chautauqua, Kansas, US",3250,10942
37.16928494,-94.8462897,"Cherokee, Kansas, US",19939,61559
39.78580976,-101.7318201,"Cheyenne, Kansas, US",2657,11779
37.23577007,-99.81883015,"Clark, Kansas, US",1994,6353
39.34948772,-97.16518128,"Clay, Kansas, US",8002,28667
39.48028352,-97.64925343,"Cloud, Kansas, US",8786,28441
38.2365018,-95.73379515,"Coffey, Kansas, US",8179,29623
37.19114520000001,-99.27113247,"Comanche, Kansas, US",1700,10773
37.23781842,-96.83776647,"Cowley, Kansas, US",34908,110960
37.50675523,-94.85245778,"Crawford, Kansas, US",38818,89599
39.78468441,-100.4594081,"Decatur, Kansas, US",2827,13153
38.86600962,-97.15532383,"Dickinson, Kansas, US",18466,55349
39.79067154,-95.14056866,"Doniphan, Kansas, US",7600,24118
38.88503636,-95.2925121,"Douglas, Kansas, US",122259,98356
37.88735543,-99.31263309,"Edwards, Kansas, US",2798,10647
37.45338105,-96.24369667,"Elk, Kansas, US",2530,6570
38.91458712,-99.31751551,"Ellis, Kansas, US",28553,65650
38.69677695,-98.20462799,"Ellsworth, Kansas, US",6102,23355
38.04340344,-100.7381938,"Finney, Kansas, US",36467,82176
37.69200114,-99.88825298,"Ford, Kansas, US",33619,81849
38.56443815,-95.28644341,"Franklin, Kansas, US",25544,57104
38.99871131,-96.7577178,"Geary, Kansas, US",31670,51132
38.91588178,-100.4829321,"Gove, Kansas, US",2636,18742
39.34987223,-99.88332493,"Graham, Kansas, US",2482,10222
37.56227336,-101.3079758,"Grant, Kansas, US",7150,25054
37.73836671,-100.4369088,"Gray, Kansas, US",5988,15748
38.4808095,-101.8061079,"Greeley, Kansas, US",1232,2346
37.8774388,-96.23250453,"Greenwood, Kansas, US",5982,15093
37.99978709,-101.7921066,"Hamilton, Kansas, US",2539,2068
37.19175361,-98.07578384,"Harper, Kansas, US",5436,19750
38.04293782,-97.42747573,"Harvey, Kansas, US",34429,81667
37.5620394,-100.8710738,"Haskell, Kansas, US",3968,8519
38.08780079,-99.89829881,"Hodgeman, Kansas, US",1794,8183
39.41673394,-95.79356799,"Jackson, Kansas, US",13171,20764
39.2347941,-95.38289232,"Jefferson, Kansas, US",19043,43144
39.78470589,-98.21820662,"Jewell, Kansas, US",2879,8968
38.88548175,-94.82250877,"Johnson, Kansas, US",602401,871343
38.00017981,-101.321681,"Kearny, Kansas, US",3838,13878
37.55909527,-98.13638678,"Kingman, Kansas, US",7152,18629
37.55848695,-99.2856537,"Kiowa, Kansas, US",2475,4776
37.19113093,-95.29849679,"Labette, Kansas, US",19618,55029
38.48119447,-100.4660754,"Lane, Kansas, US",1535,7758
39.20183497,-95.03620809,"Leavenworth, Kansas, US",81758,123880
39.04549684,-98.20756994,"Lincoln, Kansas, US",2962,6543
38.21267844,-94.84254089,"Linn, Kansas, US",9703,17766
38.91735806,-101.148475,"Logan, Kansas, US",2794,8246
38.45576156,-96.15275715,"Lyon, Kansas, US",33195,90588
38.35855394,-97.0985251,"Marion, Kansas, US",11884,29552
39.78359669,-96.52278974,"Marshall, Kansas, US",9707,29465
38.39184858,-97.64769869,"McPherson, Kansas, US",28542,88113
37.23859987,-100.364831,"Meade, Kansas, US",4033,14051
38.56383358,-94.83832189,"Miami, Kansas, US",34237,59731
39.39331582,-98.20906732,"Mitchell, Kansas, US",5979,16251
37.19236568,-95.74329258,"Montgomery, Kansas, US",31829,103631
38.68827511,-96.65128437,"Morris, Kansas, US",5620,21026
37.19141121,-101.79925190000002,"Morton, Kansas, US",2587,8439
39.78345387,-96.01392079,"Nemaha, Kansas, US",10231,48260
37.55862897,-95.30670046,"Neosho, Kansas, US",16007,44010
38.47974157,-99.91547333,"Ness, Kansas, US",2750,15044
39.78443827,-99.90286639,"Norton, Kansas, US",5361,27891
38.65235984,-95.72707998,"Osage, Kansas, US",15949,35705
39.3503437,-98.76753828,"Osborne, Kansas, US",3421,12359
39.13237408,-97.65020313,"Ottawa, Kansas, US",5704,14159
38.18108732,-99.23692334,"Pawnee, Kansas, US",6414,16021
39.78465501,-99.34668865,"Phillips, Kansas, US",5234,23613
39.37925655,-96.34564657,"Pottawatomie, Kansas, US",24383,38800
37.64780729,-98.73922153,"Pratt, Kansas, US",9164,24429
39.78525843,-101.0761617,"Rawlins, Kansas, US",2530,6876
37.95230263,-98.08607292,"Reno, Kansas, US",61998,163162
39.82799632,-97.65036709,"Republic, Kansas, US",4636,13202
38.34616184,-98.19992118,"Rice, Kansas, US",9537,16303
39.28935726,-96.73420026,"Riley, Kansas, US",74232,58531
39.35022773,-99.32484567,"Rooks, Kansas, US",4920,13777
38.52275276,-99.30863983,"Rush, Kansas, US",3036,13538
38.91462787,-98.76254297,"Russell, Kansas, US",6856,28291
38.78369175,-97.65185177,"Saline, Kansas, US",54224,164624
38.48222076,-100.9066539,"Scott, Kansas, US",4823,24316
37.6842718,-97.4608198,"Sedgwick, Kansas, US",516042,956784
37.19324632,-100.8507201,"Seward, Kansas, US",21428,44175
39.04100763,-95.7557264,"Shawnee, Kansas, US",176875,433733
39.35018161,-100.4418259,"Sheridan, Kansas, US",2521,12874
39.35147699,-101.7197624,"Sherman, Kansas, US",5917,14200
39.78516566,-98.78566062,"Smith, Kansas, US",3583,4673
38.03100851,-98.71762001,"Stafford, Kansas, US",4156,17000
37.56304714,-101.7843534,"Stanton, Kansas, US",2006,6816
37.1923008,-101.3118967,"Stevens, Kansas, US",5485,14161
37.23682549,-97.47721621,"Sumner, Kansas, US",22836,52340
39.35107575,-101.0553705,"Thomas, Kansas, US",7777,20091
38.91467218,-99.87284448,"Trego, Kansas, US",2803,8290
0.0,0.0,"Unassigned, Kansas, US",0,10148
38.95471985,-96.20350509,"Wabaunsee, Kansas, US",6931,15567
38.91686134,-101.7638876,"Wallace, Kansas, US",1518,4506
39.78420784,-97.0875323,"Washington, Kansas, US",5406,15689
38.48178252,-101.3471509,"Wichita, Kansas, US",2119,6147
37.55937174,-95.74323255,"Wilson, Kansas, US",8525,29009
37.8865336,-95.74006277,"Woodson, Kansas, US",3138,9157
39.11727348,-94.76378225,"Wyandotte, Kansas, US",165429,354042
37.10459774,-85.28129668,"Adair, Kentucky, US",19202,73420
36.75197631,-86.19457544,"Allen, Kentucky, US",21315,66326
38.00671029,-84.99171713,"Anderson, Kentucky, US",22747,41326
37.05842757,-88.99427697,"Ballard, Kentucky, US",7888,18525
36.96469836,-85.93338945,"Barren, Kentucky, US",44249,136546
38.14735938,-83.74588932,"Bath, Kentucky, US",12500,29027
36.73355174,-83.67766671,"Bell, Kentucky, US",26032,92515
38.97065142,-84.72615357,"Boone, Kentucky, US",133581,189664
38.2054607,-84.21827874,"Bourbon, Kentucky, US",19788,34322
38.36176608,-82.68652187,"Boyd, Kentucky, US",46718,110415
37.62680923,-84.8633779,"Boyle, Kentucky, US",30060,85744
38.69158994,-84.08532444,"Bracken, Kentucky, US",8303,14742
37.52333168,-83.31959161,"Breathitt, Kentucky, US",12630,31269
37.77377239,-86.42885017,"Breckinridge, Kentucky, US",20477,42941
37.97162523,-85.68955617,"Bullitt, Kentucky, US",81676,132429
37.20946153,-86.68748787,"Butler, Kentucky, US",12879,36948
37.14749129,-87.86948214,"Caldwell, Kentucky, US",12747,39706
36.62093411,-88.2731593,"Calloway, Kentucky, US",39001,61206
38.94384345,-84.37875208,"Campbell, Kentucky, US",93584,111115
36.85372876,-88.96692220000001,"Carlisle, Kentucky, US",4760,12124
38.66599534,-85.12601074,"Carroll, Kentucky, US",10631,28903
38.31690743,-83.05092385,"Carter, Kentucky, US",26797,62493
37.32533118,-84.92726209,"Casey, Kentucky, US",16159,50080
36.89267803,-87.49055367,"Christian, Kentucky, US",70461,137163
37.9689263,-84.14615986,"Clark, Kentucky, US",36263,44113
37.16451126,-83.712575,"Clay, Kentucky, US",19901,58557
36.72581156,-85.13377529,"Clinton, Kentucky, US",10218,34228
37.35839237,-88.08826090000002,"Crittenden, Kentucky, US",8806,30941
36.78926125,-85.39050034,"Cumberland, Kentucky, US",6614,18032
37.73028906,-87.09019479999998,"Daviess, Kentucky, US",101511,250893
37.21218923,-86.23955613,"Edmonson, Kentucky, US",12150,32382
38.11624059,-83.09771563,"Elliott, Kentucky, US",7517,9886
37.69241417,-83.95956369,"Estill, Kentucky, US",14106,26271
38.0368225,-84.45576892,"Fayette, Kentucky, US",323152,403174
38.36758311,-83.69657514,"Fleming, Kentucky, US",14581,35669
37.56213922,-82.74750924,"Floyd, Kentucky, US",35589,120748
38.2379395,-84.87962551,"Franklin, Kentucky, US",50991,93033
36.55238827,-89.20140068,"Fulton, Kentucky, US",5969,19118
38.75398691,-84.8558382,"Gallatin, Kentucky, US",8869,35394
37.6388668,-84.53289319,"Garrard, Kentucky, US",17666,47515
38.64962758,-84.62415957,"Grant, Kentucky, US",25069,37017
36.72292505,-88.65143315,"Graves, Kentucky, US",37266,122276
37.46231118,-86.34248968,"Grayson, Kentucky, US",26427,85582
37.26484328,-85.5540745,"Green, Kentucky, US",10941,28085
38.54332505,-82.9215658,"Greenup, Kentucky, US",35098,86301
37.83766422,-86.78280584,"Hancock, Kentucky, US",8722,17150
37.6976111,-85.96319251,"Hardin, Kentucky, US",110958,262804
36.85699301,-83.21899516,"Harlan, Kentucky, US",26010,127161
38.44188174,-84.32869741,"Harrison, Kentucky, US",18886,43368
37.29943898,-85.88461055,"Hart, Kentucky, US",19035,63027
37.79344553,-87.57392021,"Henderson, Kentucky, US",45210,106164
38.44942688,-85.11587507,"Henry, Kentucky, US",16126,29654
36.67948079999999,-88.97875928,"Hickman, Kentucky, US",4380,17246
37.30939025,-87.54670406,"Hopkins, Kentucky, US",44686,179419
37.41866422,-83.99825483,"Jackson, Kentucky, US",13329,51486
38.18664655,-85.65931031,"Jefferson, Kentucky, US",766757,1569551
37.87119786,-84.58252003,"Jessamine, Kentucky, US",54115,92424
37.85106355,-82.8264322,"Johnson, Kentucky, US",22188,66011
38.93950319,-84.53241199,"Kenton, Kentucky, US",166998,266861
37.35388197,-82.94981134,"Knott, Kentucky, US",14806,39258
36.89225732,-83.85403396,"Knox, Kentucky, US",31145,81924
37.54567114,-85.70138352,"Larue, Kentucky, US",14398,42610
37.10975748,-84.11321779,"Laurel, Kentucky, US",60813,139039
38.07136018,-82.72882223,"Lawrence, Kentucky, US",15317,41128
37.59645942,-83.71513901,"Lee, Kentucky, US",7403,33796
37.09246661,-83.37999606,"Leslie, Kentucky, US",9877,25902
37.12306748,-82.85346474,"Letcher, Kentucky, US",21553,68813
38.53184419,-83.37735618,"Lewis, Kentucky, US",13275,55252
37.45475628,-84.6565327,"Lincoln, Kentucky, US",24549,83438
37.21137452,-88.34797529,"Livingston, Kentucky, US",9194,36847
36.85949479,-86.877635,"Logan, Kentucky, US",27102,85616
37.02080035,-88.07886257,"Lyon, Kentucky, US",8210,24243
37.71659336,-84.27220275,"Madison, Kentucky, US",92987,167737
37.70820545,-83.0657714,"Magoffin, Kentucky, US",12161,28485
37.55218078,-85.26898542,"Marion, Kentucky, US",19273,51661
36.88007070000001,-88.32803576,"Marshall, Kentucky, US",31100,72999
37.79990579,-82.51247478,"Martin, Kentucky, US",11195,30060
38.59471935,-83.82151043,"Mason, Kentucky, US",17070,63118
37.05350953,-88.70445755,"McCracken, Kentucky, US",65418,168077
36.73874143,-84.48102924,"McCreary, Kentucky, US",17231,48732
37.5301951,-87.26803443,"McLean, Kentucky, US",9207,35741
37.96163597,-86.21028219,"Meade, Kentucky, US",28572,38812
37.94090733,-83.59985712,"Menifee, Kentucky, US",6489,20403
37.81474237,-84.87488475,"Mercer, Kentucky, US",21933,66705
36.99459295,-85.63123699,"Metcalfe, Kentucky, US",10071,40809
36.71225341,-85.71596443,"Monroe, Kentucky, US",10650,53400
38.03253032,-83.9145241,"Montgomery, Kentucky, US",28157,61056
37.92465657,-83.25558245,"Morgan, Kentucky, US",13309,14808
37.21425819,-87.14632053,"Muhlenberg, Kentucky, US",30622,82110
37.80335779,-85.4657193,"Nelson, Kentucky, US",46233,90721
38.33342292,-84.01889177,"Nicholas, Kentucky, US",7269,18347
37.47751843,-86.85368087,"Ohio, Kentucky, US",23994,69997
38.39791089,-85.448222,"Oldham, Kentucky, US",66799,98245
38.51679143,-84.82404619,"Owen, Kentucky, US",10901,21387
37.42823949,-83.68811419,"Owsley, Kentucky, US",4415,18108
38.69607718,-84.35599463,"Pendleton, Kentucky, US",14590,20072
37.25023553,-83.22922731,"Perry, Kentucky, US",25758,105510
37.47088263,-82.39487445,"Pike, Kentucky, US",57876,181711
37.83218794,-83.82553961,"Powell, Kentucky, US",12359,23923
37.10466131,-84.57629079,"Pulaski, Kentucky, US",64979,174113
38.51923469,-84.05055616,"Robertson, Kentucky, US",2108,14422
37.36642393,-84.31176452,"Rockcastle, Kentucky, US",16695,35750
38.19484205,-83.42088935,"Rowan, Kentucky, US",24460,38134
36.99308373,-85.06070117,"Russell, Kentucky, US",17923,56971
38.29622293,-84.5816631,"Scott, Kentucky, US",57004,63916
38.21476019,-85.194223,"Shelby, Kentucky, US",49024,104766
36.74058474,-86.58047435,"Simpson, Kentucky, US",18572,57810
38.03223971,-85.32749335,"Spencer, Kentucky, US",19351,34781
37.3677562,-85.3329931,"Taylor, Kentucky, US",25769,76356
36.8381152,-87.17878374,"Todd, Kentucky, US",12294,30624
36.80767017,-87.87333656,"Trigg, Kentucky, US",14651,25097
38.61056487,-85.33775972,"Trimble, Kentucky, US",8471,21648
0.0,0.0,"Unassigned, Kentucky, US",0,7279
37.66166713,-87.94300009,"Union, Kentucky, US",14381,33213
36.99903045,-86.42672751,"Warren, Kentucky, US",132896,243183
37.75599461,-85.17407732,"Washington, Kentucky, US",12095,41427
36.80310688,-84.8251971,"Wayne, Kentucky, US",20333,58906
37.52168356,-87.67989953,"Webster, Kentucky, US",12942,31459
36.75700531,-84.14541217,"Whitley, Kentucky, US",36264,111332
37.73941626,-83.49303612,"Wolfe, Kentucky, US",7157,14158
38.04178222,-84.7417556,"Woodford, Kentucky, US",26734,30079
30.2950649,-92.41419698,"Acadia, Louisiana, US",62045,223441
30.65385745,-92.82442028,"Allen, Louisiana, US",25627,104705
30.20406249,-90.91328409999998,"Ascension, Louisiana, US",126604,216274
29.89946234,-91.06461642,"Assumption, Louisiana, US",21891,50381
31.07796211,-92.00079449,"Avoyelles, Louisiana, US",40144,151455
30.64836518,-93.34173616,"Beauregard, Louisiana, US",37497,100524
32.34569994,-93.05398492,"Bienville, Louisiana, US",13241,86602
32.67932307,-93.60460152,"Bossier, Louisiana, US",127039,356558
32.57991587,-93.88375652,"Caddo, Louisiana, US",240204,877180
30.22931235,-93.35400434,"Calcasieu, Louisiana, US",203436,519653
32.0902519,-92.11752148,"Caldwell, Louisiana, US",9918,35461
29.87592238,-93.19310676,"Cameron, Louisiana, US",6973,6654
31.66778967,-91.84526385,"Catahoula, Louisiana, US",9494,41435
32.82308512,-92.99526883,"Claiborne, Louisiana, US",15670,58733
31.44817835,-91.63814433,"Concordia, Louisiana, US",19259,65507
32.05457447,-93.74130302,"De Soto, Louisiana, US",27463,98059
30.53842039,-91.09777565,"East Baton Rouge, Louisiana, US",440059,1014520
32.73926954,-91.23425694,"East Carroll, Louisiana, US",6861,26950
30.84425359,-91.04976723,"East Feliciana, Louisiana, US",19135,132029
30.72985248,-92.39915924,"Evangeline, Louisiana, US",33395,112093
32.13675181,-91.67589857,"Franklin, Louisiana, US",20015,127841
31.59882456,-92.56124347,"Grant, Louisiana, US",22389,67726
29.86803617,-91.75871777,"Iberia, Louisiana, US",69830,197384
30.25734305,-91.3499598,"Iberville, Louisiana, US",32511,117546
32.30251776,-92.55692092,"Jackson, Louisiana, US",15744,58039
29.74075478,-90.11115756,"Jefferson, Louisiana, US",432493,1083668
30.26896765,-92.81210004,"Jefferson Davis, Louisiana, US",31368,115004
31.67884782,-92.15907765,"LaSalle,Louisiana,US",14892,42580
30.2049055,-92.06959876,"Lafayette, Louisiana, US",244390,358507
29.52470226,-90.40976986,"Lafourche, Louisiana, US",97614,276930
32.6003154,-92.6659741,"Lincoln, Louisiana, US",46742,108906
30.44143993,-90.73061664,"Livingston, Louisiana, US",140789,311118
32.36918118,-91.23973355,"Madison, Louisiana, US",10951,43174
32.81686191,-91.80421614,"Morehouse, Louisiana, US",24874,95091
31.72321584,-93.09816516,"Natchitoches, Louisiana, US",38158,117840
30.06971951,-89.92660315,"Orleans, Louisiana, US",390144,951416
32.47645559,-92.15704172,"Ouachita, Louisiana, US",153279,541370
29.42245447,-89.60322085,"Plaquemines, Louisiana, US",23197,35869
30.71409502,-91.60209535,"Pointe Coupee, Louisiana, US",21730,76935
31.19778499,-92.52997303,"Rapides, Louisiana, US",129648,410959
32.09530039,-93.34213308,"Red River, Louisiana, US",8442,42575
32.41391005,-91.76634876,"Richland, Louisiana, US",20122,68579
31.56388699,-93.55433981,"Sabine, Louisiana, US",23884,78216
29.87761636,-89.51887093,"St. Bernard, Louisiana, US",47244,80077
29.90709658,-90.35555967,"St. Charles, Louisiana, US",53100,116018
30.82210324,-90.71013176,"St. Helena, Louisiana, US",10132,15545
30.02531716,-90.80212061,"St. James, Louisiana, US",21096,62524
30.12597499,-90.4753503,"St. John the Baptist, Louisiana, US",42837,158771
30.59724262,-92.00135806,"St. Landry, Louisiana, US",82124,308031
30.13112107,-91.61403569,"St. Martin, Louisiana, US",53431,141693
29.69262097,-91.44702164,"St. Mary, Louisiana, US",49348,191536
30.40942847,-89.95642711,"St. Tammany, Louisiana, US",260419,644440
30.62888673,-90.40664996,"Tangipahoa, Louisiana, US",134758,422110
32.00760749,-91.32915234,"Tensas, Louisiana, US",4334,8291
29.37343766,-90.82626855,"Terrebonne, Louisiana, US",110461,298888
0.0,0.0,"Unassigned, Louisiana, US",0,28862
32.83121059,-92.3749373,"Union, Louisiana, US",22108,99824
29.83517605,-92.30292538,"Vermilion, Louisiana, US",59511,160133
31.10884837,-93.18153838,"Vernon, Louisiana, US",47429,135230
30.85288548,-90.03866652,"Washington, Louisiana, US",46194,181713
32.70847669,-93.33121835,"Webster, Louisiana, US",38340,130855
30.46058217,-91.30989571,"West Baton Rouge, Louisiana, US",26465,71745
32.78550125,-91.461201,"West Carroll, Louisiana, US",10830,47157
30.87882871,-91.4148538,"West Feliciana, Louisiana, US",15568,37603
31.94449367,-92.63789413,"Winn, Louisiana, US",13904,49065
44.1664747,-70.20380627,"Androscoggin, Maine, US",108277,156869
46.65926321,-68.59841248,"Aroostook, Maine, US",67055,94663
43.8370751,-70.37226999,"Cumberland, Maine, US",295003,262133
44.97330019,-70.44381045,"Franklin, Maine, US",30199,34057
44.59816444,-68.38401854,"Hancock, Maine, US",54987,56094
44.40759555,-69.76738544,"Kennebec, Maine, US",122302,141011
44.11486325,-69.10529169,"Knox, Maine, US",39772,20771
44.05996956,-69.54227124,"Lincoln, Maine, US",34634,17183
44.49952995,-70.75682123,"Oxford, Maine, US",57975,90568
45.40194593,-68.65020455,"Penobscot, Maine, US",152148,191447
45.83839062,-69.2860223,"Piscataquis, Maine, US",16785,17755
43.95415864,-69.85074999,"Sagadahoc, Maine, US",35856,19204
45.51229767,-69.95995554,"Somerset, Maine, US",50484,62695
0.0,0.0,"Unassigned, Maine, US",0,25
44.4858305,-69.12061935,"Waldo, Maine, US",39715,40213
45.01607142,-67.62813524,"Washington, Maine, US",31379,32247
43.47808377,-70.71052375,"York, Maine, US",207641,183613
39.62357628,-78.69280486,"Allegany, Maryland, US",70416,246111
39.00670238,-76.60329337,"Anne Arundel, Maryland, US",579234,782398
39.45784712,-76.62911955,"Baltimore, Maryland, US",827370,1823200
39.30211911,-76.61151012,"Baltimore City, Maryland, US",593490,1313018
38.53961642,-76.56820632,"Calvert, Maryland, US",92525,102060
38.87172293,-75.82904158,"Caroline, Maryland, US",33406,48393
39.56453592,-77.02373735,"Carroll, Maryland, US",168447,302488
39.56647682,-75.94627411,"Cecil, Maryland, US",102855,177333
38.51092331,-76.98580666,"Charles, Maryland, US",163257,257117
38.45413522,-76.02752426,"Dorchester, Maryland, US",31929,71754
39.47296601,-77.39999394,"Frederick, Maryland, US",259547,386805
39.52786077,-79.27355126,"Garrett, Maryland, US",29014,76297
